292,156,277,180,152,255,222
175,164,214,273,222,200,262
102,122,290,110,193,167,261
138,160,161,244,245,198,246
114,253,155,260,127,273,207
260,299,174,122,210,263,113
258,212,160,157,189,239,192
144,199,142,211,262,210,106
172,174,236,222,187,255,272
138,250,145,267,195,204,119
269,182,101,300,180,177,102
188,118,183,125,153,140,268
262,160,273,159,152,147,104
229,151,198,214,148,154,236
115,181,152,144,252,154,269
156,259,145,207,114,107,132
103,248,174,236,248,218,254
283,292,109,130,257,102,114
213,181,282,117,215,102,197
170,171,193,256,278,270,110
128,103,183,290,291,178,159
256,198,292,206,244,283,210
115,129,188,223,200,259,178
281,125,149,223,212,141,240
261,113,297,133,101,115,298
220,300,242,134,281,101,267
222,223,131,290,288,212,256
136,161,131,285,110,164,290
177,240,189,110,127,238,266
267,194,145,291,224,153,232
209,145,265,125,140,144,135
129,262,139,196,231,219,169
158,194,171,217,195,268,214
146,215,284,222,111,138,182
185,220,116,268,164,253,298
120,210,106,266,113,133,103
225,148,146,128,233,224,238
124,133,212,243,116,106,130
209,207,207,147,225,280,285
163,182,249,168,215,227,262
101,282,218,229,285,243,257
216,178,164,151,176,269,266
262,131,151,275,237,257,108
252,175,140,199,244,150,104
271,206,162,228,157,254,227
202,249,292,266,124,243,217
255,167,254,147,122,289,114
264,231,161,294,208,229,226
275,168,128,171,194,252,243
225,123,219,247,133,262,153
135,210,235,156,237,224,281
125,207,189,200,285,213,223
173,234,181,274,288,293,266
292,140,273,225,195,249,137
127,299,184,135,288,217,243
171,174,167,171,155,220,119
142,251,177,284,137,159,289
256,233,255,239,196,207,157
105,188,283,265,103,281,248
117,225,234,240,230,242,264
156,271,204,154,197,162,201
175,203,152,109,172,115,213
205,113,273,257,170,179,196
203,224,154,277,290,179,121
210,295,297,205,257,260,116
224,186,248,145,141,234,193
203,157,182,131,297,227,297
200,104,137,164,208,176,223
127,222,100,271,217,121,248
205,199,101,218,173,109,206
299,243,281,151,293,240,216
180,275,229,194,197,223,169
278,203,141,156,104,225,177
120,106,119,255,252,198,185
150,300,287,259,118,247,180
113,140,124,207,203,208,136
291,175,102,282,265,126,100
183,259,272,273,106,203,220
122,273,153,133,103,164,122
116,109,225,280,116,152,258
136,277,242,253,206,296,251
123,299,272,264,255,146,212
148,295,147,183,151,295,103
296,147,273,189,235,292,182
148,108,227,251,132,161,235
155,279,141,162,181,250,267
234,109,161,198,121,247,204
108,288,270,223,146,263,228
186,176,241,179,199,114,258
166,140,202,210,175,231,265
188,220,194,145,248,220,193
204,162,204,213,295,282,178
271,248,157,299,106,139,158
130,164,287,118,200,123,105
156,214,128,224,175,297,153
214,299,219,296,234,133,260
166,123,195,129,174,170,263
258,292,233,143,169,285,194
196,223,277,202,285,117,212
128,240,134,202,299,166,131
238,255,104,186,284,235,184
194,146,298,178,250,125,261
235,122,276,274,221,238,252
177,138,236,296,271,123,273
299,100,147,159,237,106,149
167,193,223,191,136,123,152
148,143,258,109,115,114,102
170,148,268,239,243,104,260
121,259,146,184,261,196,181
185,224,300,284,132,231,137
156,106,259,203,103,179,201
134,155,181,217,281,139,287
158,149,102,228,178,262,117
129,292,290,116,279,164,186
236,236,173,270,140,288,191
120,282,255,126,229,199,129
288,262,267,176,263,183,232
104,136,117,238,238,234,265
112,196,258,161,126,248,269
273,226,208,242,120,126,282
274,196,208,292,290,124,202
298,292,128,228,129,100,275
130,274,187,297,209,140,125
147,145,111,159,200,217,192
273,220,249,192,197,263,102
255,166,133,173,157,135,176
215,296,122,260,286,157,235
297,223,264,137,163,244,156
284,256,135,216,125,224,227
247,180,151,269,289,104,265
141,271,229,261,298,239,298
210,299,270,166,111,161,238
149,133,278,151,292,134,141
180,208,134,244,284,196,251
296,159,264,281,223,174,222
280,151,201,183,287,181,283
172,158,120,208,154,233,170
205,142,163,211,278,124,214
285,275,268,252,229,146,156
271,283,198,261,264,227,143
299,123,181,108,120,122,267
155,224,281,193,244,202,286
216,103,209,116,293,207,177
133,293,252,155,152,166,237
243,240,126,174,218,244,192
299,210,162,144,186,138,205
144,281,227,297,255,299,279
279,287,262,248,165,238,287
126,276,285,162,115,248,174
233,118,158,279,188,109,176
284,267,224,155,134,292,118
106,295,203,243,125,233,101
255,147,248,214,168,297,121
172,206,181,178,134,150,190
295,220,108,140,144,160,154
225,288,210,240,107,205,161
123,242,254,158,123,248,283
272,139,212,216,240,167,111
102,264,102,248,211,209,136
265,183,262,174,156,237,115
144,254,290,109,113,148,152
175,294,238,275,186,131,117
267,169,268,160,202,218,297
280,239,180,276,162,166,229
150,131,276,244,203,176,116
135,128,222,109,230,150,276
267,293,272,144,157,177,196
192,255,111,108,117,144,171
281,284,217,290,247,260,152
223,294,119,284,169,237,133
115,190,206,149,172,217,284
200,285,184,232,264,250,276
208,169,174,260,256,256,189
249,214,173,232,270,202,295
145,101,218,126,198,294,266
123,200,300,129,179,272,280
156,278,186,297,174,151,121
199,248,208,182,272,288,136
288,284,290,136,135,206,247
196,271,201,101,258,255,220
184,267,251,123,224,251,142
131,271,182,256,255,163,129
224,245,185,226,212,172,228
139,241,110,246,179,138,260
269,149,110,103,242,267,122
125,171,143,179,199,177,171
197,248,272,138,295,181,118
106,171,258,295,233,240,123
177,298,264,118,188,240,290
123,170,211,290,282,227,207
284,187,265,169,251,226,101
236,227,275,138,273,118,145
282,192,221,125,208,125,287
227,218,246,173,140,250,280
258,201,239,200,224,104,151
159,203,281,107,276,180,243
160,272,264,190,128,167,259
131,116,264,190,178,271,203
129,143,180,197,259,145,120
236,179,129,231,197,203,191
158,229,259,267,242,105,142
146,177,129,224,262,231,107
166,257,113,145,153,190,163
201,216,138,119,170,270,135
261,122,276,158,250,131,161
258,199,178,297,285,139,136
143,268,299,107,126,195,276
143,218,183,167,293,184,249
136,177,143,248,233,120,222
195,249,150,133,201,139,266
144,230,252,292,101,146,286
104,225,158,176,118,261,292
141,106,181,287,120,200,260
233,156,186,248,158,114,248
184,133,216,266,269,255,191
288,199,237,246,263,159,114
239,175,121,113,300,116,223
150,261,283,131,132,103,126
208,207,146,300,245,252,114
225,116,215,133,211,210,178
178,102,141,216,170,245,272
265,269,227,278,266,101,109
254,196,101,246,103,195,210
288,142,195,139,223,271,279
129,164,205,262,202,242,149
295,240,232,214,117,244,106
100,261,236,270,183,220,150
110,194,251,216,120,207,220
206,203,168,263,234,162,271
217,190,121,106,292,288,254
149,122,249,212,217,272,105
209,237,223,135,116,284,253
129,294,165,274,112,232,299
107,164,277,118,278,221,165
223,150,181,268,265,156,110
181,160,108,270,249,235,163
147,201,184,164,236,273,287
275,300,217,118,119,199,203
237,189,148,239,284,227,248
176,167,168,121,216,106,294
179,249,106,133,190,242,221
232,222,231,131,252,263,133
126,265,227,121,240,218,260
164,298,220,223,249,190,292
280,159,242,237,211,217,245
122,129,271,227,291,144,277
187,172,219,127,154,159,216
147,234,224,278,289,227,241
167,245,124,255,155,199,140
174,297,104,230,202,296,268
162,104,204,128,191,138,200
143,132,267,287,124,168,114
237,226,201,235,292,248,256
193,250,111,137,117,271,182
242,201,136,139,158,263,293
211,205,105,298,114,267,122
246,111,265,105,130,280,164
255,109,228,130,234,110,171
191,171,151,268,144,246,104
129,169,297,103,204,274,179
118,288,265,119,102,117,156
123,288,225,260,257,297,261
158,173,138,277,244,271,191
114,150,130,247,294,114,209
110,276,289,207,213,264,259
184,101,152,141,110,280,294
266,265,215,279,113,162,164
272,226,216,246,297,276,251
232,193,251,129,125,289,272
156,294,293,110,151,285,144
206,256,149,196,106,279,158
179,150,276,110,211,157,235
164,228,221,281,200,271,218
157,278,124,180,108,131,183
157,271,221,244,259,296,299
162,130,171,272,197,251,230
124,223,107,113,256,120,214
212,299,251,229,224,288,208
108,250,213,156,160,231,233
134,157,131,236,232,291,155
110,205,171,210,136,108,102
297,197,137,225,217,290,135
192,101,294,220,136,206,263
103,232,234,136,157,264,291
187,158,113,175,277,211,114
248,207,178,125,141,202,208
150,158,222,189,242,114,242
132,192,268,167,299,115,244
248,279,268,293,202,155,125
235,277,274,276,233,221,173
146,230,205,239,174,224,160
176,231,253,246,291,285,150
115,282,206,225,103,174,252
275,172,256,266,105,109,188
208,172,178,220,162,100,278
119,104,243,139,156,280,279
176,194,155,233,259,292,292
159,287,161,169,153,189,134
254,221,155,164,284,243,144
243,138,147,272,224,262,124
215,206,221,296,228,199,112
100,143,285,186,194,287,121
173,262,232,234,284,290,123
251,293,147,280,180,219,108
259,215,191,136,178,115,188
218,115,267,202,205,140,210
136,223,214,219,131,189,160
184,256,135,152,278,103,204
186,185,107,150,191,128,129
223,120,296,253,167,210,276
248,253,153,204,127,142,198
177,232,138,218,215,255,149
210,118,132,214,255,168,299
226,115,222,167,209,184,255
260,180,210,156,265,193,294
212,272,288,144,162,295,162
288,172,255,229,103,190,243
148,225,151,206,264,224,258
156,277,136,183,267,160,262
150,188,205,241,218,267,211
225,298,248,109,219,226,149
249,285,221,263,200,189,229
202,250,122,104,224,250,193
171,158,153,117,219,155,117
240,186,281,211,287,213,112
126,120,146,235,192,165,282
167,196,179,167,136,149,131
261,116,206,110,100,143,105
156,217,222,235,190,106,229
112,241,274,201,200,166,116
115,217,115,248,209,297,275
300,101,106,270,189,170,191
299,255,220,253,156,278,106
226,184,102,126,275,279,171
107,161,139,188,298,127,113
255,151,274,291,215,299,295
167,129,171,292,232,194,261
113,229,242,270,256,274,228
233,156,240,136,214,123,111
177,160,128,233,168,211,256
138,225,275,182,266,137,194
209,185,216,147,110,233,215
248,210,218,290,300,230,171
175,252,182,232,249,121,135
179,214,234,116,190,134,167
117,173,100,221,238,128,216
299,148,158,213,229,131,139
264,112,255,275,134,205,229
206,191,292,196,198,132,291
175,277,247,134,164,234,250
243,153,135,129,208,211,299
127,114,278,107,210,147,188
197,189,117,192,235,251,275
214,175,218,285,249,108,243
262,181,264,299,236,116,300
272,157,275,252,237,250,281
132,263,100,199,298,200,299
127,173,288,129,112,227,238
151,113,120,241,211,139,199
143,243,133,223,291,293,201
162,132,264,237,190,294,238
182,226,221,203,104,266,143
193,138,255,261,296,116,157
239,143,107,136,261,184,227
147,174,193,260,132,169,287
112,276,111,238,182,125,192
268,174,218,105,185,296,204
215,185,110,263,265,253,247
177,286,246,142,226,202,106
191,119,256,111,157,129,214
274,258,194,159,243,184,183
193,116,263,242,161,131,202
296,272,275,206,259,111,257
127,106,134,272,151,165,219
290,158,145,269,253,222,260
228,148,147,155,228,216,109
149,140,142,243,158,230,173
116,125,193,186,255,103,101
178,170,262,226,180,233,199
160,159,140,264,152,235,209
248,298,179,141,138,182,132
138,222,166,201,140,227,255
103,132,165,174,287,209,112
139,265,267,175,252,154,138
108,266,232,149,136,245,247
184,103,202,102,219,177,207
269,162,299,217,141,249,127
248,249,248,231,162,165,254
239,232,151,129,155,137,251
278,273,228,202,216,177,283
266,257,296,139,148,291,238
117,214,161,211,191,249,115
276,120,171,165,193,106,106
292,184,139,108,255,167,105
219,122,183,279,153,141,226
201,286,254,255,159,130,125
155,179,198,177,139,276,101
245,295,296,267,258,251,262
264,288,291,126,217,273,288
136,255,137,117,120,139,218
209,272,193,182,100,158,125
184,103,214,265,135,152,234
158,252,131,288,208,241,149
226,234,121,215,267,158,291
259,294,188,259,110,273,132
270,166,182,160,226,111,177
217,172,228,271,113,250,268
116,285,239,240,163,295,290
192,182,251,251,266,184,246
279,136,201,284,261,267,147
197,162,132,219,184,187,150
205,171,144,210,237,167,185
184,106,191,195,121,253,188
167,205,245,107,247,120,199
218,262,121,194,297,285,122
223,165,274,290,159,227,229
233,229,262,199,163,244,166
137,197,144,241,289,126,152
184,158,288,159,269,146,186
234,298,126,202,156,217,292
133,101,177,295,288,200,150
132,158,265,242,229,273,155
229,197,190,214,153,197,128
222,180,220,178,227,266,193
173,214,166,130,150,284,122
166,220,196,175,144,246,275
295,165,246,215,173,136,193
108,197,150,213,258,150,141
236,124,240,287,232,188,101
202,200,147,254,225,172,220
287,182,124,103,298,106,222
295,176,162,162,251,284,252
204,230,298,239,231,297,275
125,147,167,281,104,231,210
270,249,242,276,234,246,207
120,208,252,145,189,171,146
235,104,194,214,137,258,217
148,196,172,223,242,140,154
129,133,250,228,221,137,128
194,278,163,185,137,167,298
161,289,280,223,294,177,107
170,278,264,234,166,148,245
218,110,167,106,101,129,112
176,226,130,160,186,138,175
271,119,244,201,252,148,260
183,180,170,165,122,235,263
259,122,204,158,290,123,142
172,164,176,117,289,285,162
267,226,208,199,158,165,116
231,208,219,290,179,292,219
265,101,274,269,122,145,150
152,242,250,296,278,278,166
205,137,174,107,245,135,194
175,115,103,199,227,300,160
193,216,187,125,217,235,258
294,178,241,152,180,239,150
237,224,257,290,294,189,155
110,184,246,300,292,171,229
201,262,164,206,148,109,148
220,222,146,286,287,184,218
290,136,156,128,291,134,211
228,271,158,264,192,152,249
295,171,122,273,221,225,170
284,237,124,284,121,213,103
176,237,175,179,290,250,166
232,154,100,277,165,140,189
263,115,234,142,299,180,224
155,143,153,223,104,110,144
299,115,113,292,208,257,190
