69	69	69	69	69	69
90	90	90	90	90	96
77	75	95	87	90	96
84	84	84	84	84	85
96	96	96	55	76	97
98	98	98	62	85	59
75	75	75	75	84	77
61	61	61	61	62	85
90	90	90	61	61	77
84	84	84	84	84	55
50	50	50	50	65	55
61	61	61	86	69	60
65	65	65	69	76	97
79	79	79	79	79	65
53	53	53	53	53	84
95	95	95	95	95	100
50	50	50	50	50	50
79	79	79	79	79	79
86	77	53	59	68	79
62	62	62	62	60	55
64	64	98	68	97	87
79	79	79	71	79	98
54	54	54	54	54	86
53	97	98	53	65	79
97	97	97	97	97	90
86	86	86	86	86	53
76	76	76	76	88	90
50	50	90	65	77	86
75	75	75	75	75	75
87	87	87	87	66	84
55	55	55	86	87	53
99	99	99	99	86	69
62	62	62	55	50	76
87	87	87	87	86	76
50	50	75	79	54	88
98	77	60	77	77	90
66	66	66	85	90	71
71	71	71	71	71	71
90	90	90	90	90	90
79	79	77	87	66	73
69	69	69	79	61	90
100	100	100	100	100	86
71	71	71	71	64	88
90	90	90	90	90	90
61	61	61	84	77	62
55	55	55	55	55	55
61	61	61	61	61	77
79	79	79	50	61	87
71	71	71	71	71	50
73	86	71	77	96	65
61	61	61	86	90	60
54	54	54	54	54	54
73	73	73	73	73	75
90	90	61	100	55	96
79	79	79	79	79	77
50	50	50	77	59	79
84	84	84	84	62	71
65	65	50	77	88	53
55	55	55	55	55	55
86	86	86	86	86	53
87	87	90	60	95	87
84	84	84	84	84	84
90	98	77	90	53	50
53	53	53	53	53	53
84	79	96	64	53	86
68	68	54	61	55	77
71	71	71	71	71	71
99	99	99	99	99	99
88	60	84	85	96	99
84	64	76	69	66	75
95	95	95	55	90	64
55	55	55	55	55	75
77	77	77	85	71	90
68	68	68	98	90	77
90	90	90	90	90	61
85	85	85	85	85	85
95	95	95	55	68	62
71	71	71	71	95	53
90	90	90	75	96	55
50	50	71	55	100	62
79	62	86	100	77	90
87	87	73	53	87	98
90	90	90	65	84	86
77	77	73	62	64	73
55	55	55	55	73	76
68	68	68	68	68	54
100	100	100	100	100	100
96	96	96	96	86	73
62	62	62	62	98	68
84	84	65	60	86	90
97	97	86	90	100	66
84	84	84	84	84	97
90	90	90	90	90	95
90	90	62	76	76	53
96	77	97	96	95	90
66	66	66	66	86	71
77	77	77	77	50	62
75	75	75	77	61	90
84	84	84	84	84	79
53	61	69	87	99	95
97	97	97	97	97	97
84	84	79	88	86	87
61	61	61	61	61	61
77	77	77	77	77	90
90	90	90	77	96	76
90	90	86	79	61	79
77	77	77	77	77	55
50	50	50	50	50	88
79	53	62	55	62	87
76	76	76	79	71	53
50	50	50	50	90	71
86	86	86	53	90	77
79	79	79	79	79	79
61	90	97	54	90	98
79	79	79	79	79	96
62	62	62	62	62	62
55	55	55	55	55	60
75	75	75	75	77	64
88	88	77	79	55	96
73	73	73	73	73	73
99	99	99	66	84	84
50	95	59	66	87	55
64	64	64	99	53	71
86	86	96	77	90	77
96	96	77	99	68	100
79	79	79	79	79	79
59	98	97	77	90	97
59	59	59	59	59	59
55	87	53	61	77	86
99	99	99	99	62	55
77	66	85	77	76	90
62	62	62	62	77	99
75	75	75	90	68	90
90	90	90	90	90	90
62	79	85	64	64	97
79	79	79	79	79	71
85	85	50	97	53	75
90	90	90	90	90	79
76	76	76	76	69	69
79	79	79	79	59	79
68	68	68	76	62	79
73	73	73	73	73	88
65	64	53	71	55	75
97	97	97	97	90	60
55	55	55	55	55	55
61	61	61	61	90	76
97	68	98	100	77	64
90	90	90	90	90	60
77	77	77	77	77	77
88	62	71	65	61	66
76	85	90	87	87	77
84	84	97	85	100	62
84	84	84	84	84	84
90	90	90	90	99	76
64	64	64	64	64	64
62	62	62	62	99	77
62	62	62	79	76	55
61	61	61	61	86	97
75	75	75	75	75	75
71	71	71	96	77	53
90	90	90	90	90	71
50	60	65	77	88	71
62	62	62	62	62	64
90	90	90	96	77	90
53	53	53	53	53	90
55	55	55	55	86	71
60	85	96	96	79	97
64	64	64	64	64	64
55	55	55	77	73	53
86	86	86	86	86	86
77	77	77	96	96	86
87	87	87	86	79	95
66	66	66	66	61	98
69	69	69	87	77	77
55	55	55	55	55	75
60	53	100	87	62	85
76	76	76	76	76	55
79	79	79	79	79	54
61	61	61	61	61	61
77	77	77	77	97	50
79	79	79	79	79	79
79	66	87	53	77	54
85	96	87	71	53	65
77	77	77	77	64	97
79	90	71	53	61	71
77	77	77	99	77	96
66	69	87	84	73	86
87	77	61	100	96	53
53	53	53	53	88	61
86	86	86	86	86	86
61	61	84	53	77	85
87	87	87	87	87	76
71	66	71	61	61	77
54	54	54	54	86	84
84	77	84	53	55	90
79	79	79	79	79	79
71	71	71	71	71	71
87	87	87	87	87	99
55	55	55	55	71	68
60	60	87	90	97	77
97	97	66	55	66	71
90	97	53	97	100	77
99	99	99	64	97	77
73	73	73	54	75	96
85	85	85	85	85	85
86	86	86	86	86	53
62	62	62	62	62	62
79	79	97	77	77	90
90	95	90	84	96	79
84	84	84	84	84	84
65	55	86	77	73	77
65	65	65	62	77	64
62	77	73	69	90	73
60	60	60	60	60	95
90	90	90	59	90	76
90	90	90	90	90	96
95	71	84	90	73	64
68	68	68	68	68	68
79	96	84	100	95	60
79	79	79	79	95	79
77	77	77	77	77	77
87	87	87	77	79	96
66	84	66	84	69	79
87	87	87	87	62	76
79	79	79	79	86	96
79	79	79	79	79	79
90	90	90	90	90	90
55	55	55	55	53	84
61	61	61	61	50	77
59	59	95	77	71	75
88	62	60	84	84	55
90	90	90	90	90	90
100	100	100	85	90	75
69	69	62	84	73	71
76	76	76	76	76	76
90	90	90	55	77	86
55	66	97	85	76	64
53	53	59	96	71	90
65	65	65	88	84	96
77	84	77	96	71	64
50	59	98	77	99	71
55	55	55	55	55	87
77	77	77	97	77	66
75	75	88	50	77	90
61	61	61	55	61	61
79	79	79	79	79	75
98	98	98	98	97	77
53	53	53	53	96	64
86	86	86	86	77	71
99	99	99	76	79	99
53	53	53	53	53	53
71	71	71	97	79	79
84	84	84	61	66	96
95	95	50	71	61	77
87	87	87	87	87	97
75	75	75	75	75	77
96	96	96	96	90	60
77	77	77	75	77	77
86	86	86	68	96	73
60	60	60	60	60	99
96	96	98	86	66	86
79	79	79	99	69	86
96	96	62	95	95	79
53	53	53	53	53	85
96	96	96	96	96	96
61	61	61	61	61	61
68	68	71	90	77	76
53	53	53	53	59	76
71	71	71	71	71	90
90	90	90	90	90	62
77	77	77	77	97	54
64	64	64	64	53	62
79	79	79	79	79	84
79	79	79	79	79	61
87	87	87	87	87	53
55	68	62	55	98	79
53	53	53	53	53	53
61	61	61	77	69	86
54	61	79	76	97	71
66	66	79	62	97	86
62	62	62	62	71	86
90	90	69	76	61	97
53	53	76	55	76	97
86	77	62	53	99	62
61	61	61	100	90	77
90	87	90	85	79	96
71	71	71	71	71	62
96	96	100	87	64	97
86	86	86	86	77	69
55	55	77	85	71	84
71	71	71	71	61	62
85	85	85	85	77	69
65	65	65	84	100	73
75	75	75	75	75	73
96	96	96	65	62	86
61	61	61	61	97	55
62	62	62	76	73	85
79	65	77	77	86	90
50	50	50	50	96	77
75	75	75	75	75	90
99	73	61	59	87	97
77	77	90	87	59	68
84	84	84	84	84	84
71	71	96	69	77	68
77	77	77	87	62	61
100	90	71	62	71	66
86	86	86	86	86	86
73	73	62	53	75	88
61	61	61	61	88	53
50	50	50	50	50	86
54	54	54	54	54	54
90	90	90	90	86	77
71	75	76	79	97	85
97	97	97	62	55	87
87	87	87	97	88	79
60	60	69	96	86	77
62	62	77	98	61	100
53	53	53	53	53	53
64	64	64	64	76	76
86	86	86	86	86	86
53	53	53	53	53	97
55	73	87	62	60	68
50	50	64	85	85	54
75	69	68	77	76	68
75	65	71	99	76	73
65	90	64	100	86	98
75	75	75	75	75	99
59	59	59	59	59	61
50	50	50	50	96	84
87	87	87	87	87	87
90	90	60	75	76	64
68	87	87	98	90	76
90	71	90	86	69	61
53	53	53	53	53	53
69	69	69	69	69	76
86	86	86	86	86	86
88	88	88	88	84	50
61	61	61	61	61	98
87	87	87	87	87	87
73	73	73	73	53	96
62	62	62	62	97	86
77	77	77	77	77	77
77	77	77	77	77	54
59	59	59	59	59	65
79	62	75	88	95	87
69	69	69	69	69	69
66	66	66	66	66	66
55	55	64	86	79	64
79	79	79	79	79	77
71	71	71	71	71	71
62	62	55	86	98	71
50	50	50	50	50	77
97	97	97	97	97	97
77	77	77	77	64	77
97	97	97	97	55	55
76	76	64	59	87	61
90	95	79	77	76	71
59	59	59	59	59	59
90	90	90	90	68	54
60	60	60	60	60	60
90	90	90	90	55	90
65	65	65	71	97	54
61	61	68	96	61	76
55	55	55	55	55	65
54	54	54	54	79	90
66	66	66	66	66	66
90	77	95	77	55	87
64	64	64	64	64	97
64	64	64	64	64	69
97	97	97	60	64	87
77	77	77	90	76	69
71	50	95	84	76	71
62	62	62	62	62	62
55	55	55	96	53	64
54	54	69	98	68	79
73	73	73	87	71	85
62	62	62	62	62	99
99	99	61	77	90	71
69	69	86	62	79	71
60	86	59	96	88	61
95	95	95	95	95	95
95	95	95	62	71	79
77	77	77	77	69	64
100	100	79	77	90	84
86	86	86	86	98	76
75	75	75	75	100	86
96	96	96	96	76	68
86	86	86	86	86	86
55	84	86	62	95	77
88	88	88	88	88	79
97	97	97	97	97	97
86	86	86	86	86	62
65	65	53	68	60	76
90	90	77	75	54	50
85	84	79	64	76	50
65	65	65	87	64	97
62	62	62	100	76	88
79	88	55	98	64	84
62	62	62	62	62	75
84	84	84	88	86	77
98	98	98	98	98	98
64	87	76	60	77	77
77	77	77	77	61	54
77	77	77	77	77	61
77	77	77	77	77	53
53	53	53	53	55	96
90	50	55	71	84	96
61	61	61	69	53	62
55	55	55	55	55	55
86	86	55	54	77	79
77	77	77	77	77	62
85	85	85	97	97	76
59	59	59	59	76	71
84	55	84	66	65	86
87	87	87	87	87	87
86	86	62	62	59	86
95	95	95	95	95	95
61	61	61	61	61	61
53	53	53	53	53	55
53	53	53	53	53	53
55	55	55	66	54	77
69	53	71	88	69	61
79	79	59	97	53	64
77	77	85	99	65	75
50	50	96	61	90	55
99	99	99	96	54	97
88	88	88	88	88	95
87	87	87	87	87	87
77	77	77	77	77	84
68	68	68	68	68	68
71	55	97	55	96	97
75	75	75	75	75	75
71	71	71	71	71	84
84	97	71	64	100	65
88	88	88	75	50	55
53	53	53	53	53	53
86	86	86	86	86	86
85	85	85	85	85	55
69	69	69	69	69	69
99	59	79	96	54	79
86	86	86	86	65	55
96	96	96	53	59	86
77	77	77	77	86	64
90	90	90	90	90	90
76	76	76	76	99	53
69	69	69	69	69	86
97	97	53	77	77	90
79	88	59	79	66	97
79	79	79	79	79	77
76	76	76	76	76	76
79	79	79	79	79	79
96	96	96	96	96	68
64	64	64	64	64	64
69	69	55	96	55	59
97	97	97	77	68	86
87	90	71	79	71	97
99	99	99	99	55	97
66	66	66	61	77	62
75	75	75	75	75	75
54	54	54	61	79	55
60	60	60	60	60	97
71	71	71	71	71	65
62	62	62	62	62	79
99	84	64	77	84	86
96	96	96	96	96	96
86	86	90	75	79	54
99	99	99	77	62	50
77	77	77	77	77	97
95	95	95	95	55	50
54	54	54	75	97	90
55	55	55	62	77	76
77	65	88	71	73	55
98	98	98	53	68	98
59	59	59	84	53	62
76	76	76	76	76	84
87	76	84	79	84	96
77	77	77	59	86	84
54	54	61	86	84	79
62	62	76	100	55	98
84	84	84	84	84	84
90	90	90	90	55	60
60	60	60	60	60	77
90	90	90	90	96	65
95	95	59	90	59	97
71	71	71	71	77	84
76	76	76	76	90	86
62	62	76	50	71	53
75	75	75	75	75	75
53	53	53	53	53	53
50	50	68	85	90	77
76	76	76	64	55	62
85	85	85	99	66	71
79	79	79	79	79	79
59	59	59	77	59	53
64	64	64	64	64	64
69	69	98	69	76	87
73	73	68	61	53	53
66	66	66	66	64	96
99	77	76	71	88	53
59	86	77	84	75	79
97	97	84	71	96	77
71	71	71	71	71	77
77	77	73	97	76	55
79	79	79	79	77	73
71	71	71	71	88	64
77	77	77	77	97	90
71	71	100	97	66	60
97	97	97	59	59	53
54	54	59	99	99	96
86	86	97	61	87	86
86	86	86	86	84	100
85	85	85	85	85	85
53	53	53	53	53	61
79	79	79	59	55	62
62	62	54	86	65	96
73	73	76	90	62	76
75	75	75	97	65	96
99	99	99	99	95	90
100	100	100	100	100	77
71	71	71	71	75	68
87	90	96	53	79	77
53	53	87	88	61	55
69	69	69	84	84	77
62	62	53	64	96	77
95	95	95	95	95	95
69	69	79	88	73	54
62	62	62	62	85	55
84	84	84	84	84	79
90	90	90	90	90	90
90	90	90	90	50	79
96	96	96	96	96	96
98	98	75	96	76	97
64	64	64	64	64	86
71	71	77	84	59	61
86	100	60	75	76	68
95	95	95	95	86	65
55	55	62	64	60	62
61	61	61	61	53	53
71	71	71	71	76	69
86	86	86	86	68	71
90	90	90	90	90	79
90	90	90	90	90	79
76	76	96	71	64	95
64	64	64	84	79	53
86	86	86	86	86	86
90	90	90	87	75	53
59	59	86	73	69	85
96	96	96	96	96	96
86	86	86	59	61	87
64	64	64	50	50	96
76	75	53	97	69	64
79	77	87	71	95	79
75	75	75	95	99	79
62	62	79	60	90	90
53	53	53	53	66	87
73	73	73	73	73	73
79	79	79	76	88	64
99	99	99	99	99	99
62	77	97	98	59	77
77	77	77	77	87	55
98	98	50	75	84	65
90	90	85	65	71	55
71	71	71	71	71	71
90	90	90	90	76	97
64	64	62	98	71	55
61	61	98	86	50	68
68	97	77	88	79	62
77	77	77	77	65	50
60	60	60	60	60	60
84	84	73	55	60	65
98	98	98	98	87	62
61	61	61	61	77	88
87	87	87	87	87	87
76	76	71	98	88	64
77	99	99	61	73	88
90	61	77	77	69	50
68	66	99	96	76	87
65	65	65	65	65	79
90	90	90	90	90	77
71	71	71	71	85	88
95	95	95	95	95	77
76	76	76	76	100	54
86	86	98	66	79	97
76	76	76	76	100	55
77	77	77	77	100	77
84	84	84	84	84	84
87	87	87	87	97	61
59	76	86	87	66	53
87	76	62	53	64	55
77	77	77	77	77	77
61	61	61	61	61	61
54	54	54	95	90	75
76	76	76	76	76	76
68	68	68	68	68	77
77	85	79	86	61	65
69	69	69	69	66	54
53	53	53	53	98	88
96	96	96	96	96	96
77	77	76	55	77	87
77	77	77	77	77	77
79	79	79	79	61	50
99	99	99	99	61	59
68	68	68	86	61	77
61	61	61	61	71	85
100	100	100	100	100	77
88	76	55	77	76	100
66	66	66	66	71	84
90	90	90	90	90	71
76	76	76	76	53	96
77	77	77	77	77	99
87	87	87	87	71	97
54	54	54	54	54	96
79	79	79	90	96	87
61	61	61	79	86	96
53	53	53	53	53	61
61	61	61	61	61	90
76	59	53	75	79	85
96	96	96	96	87	55
60	60	60	65	55	71
60	60	71	85	75	79
68	68	77	99	77	97
69	69	69	69	79	71
59	59	59	59	90	77
68	68	77	77	100	79
87	96	77	62	76	53
64	64	64	96	73	62
90	90	90	90	90	79
77	85	87	84	77	100
77	77	77	79	77	97
86	86	62	86	90	59
87	87	87	87	87	77
68	68	68	68	71	65
62	62	62	62	75	68
79	79	73	54	71	61
88	88	88	88	53	86
97	97	64	88	53	61
59	59	59	77	90	73
73	86	86	77	86	95
62	62	62	59	95	79
87	87	95	77	77	77
61	61	61	61	61	79
68	68	68	61	64	88
98	98	68	95	90	79
96	96	96	96	96	96
84	85	77	66	64	90
97	97	97	97	97	97
96	96	96	87	73	84
65	65	90	86	55	66
100	100	100	100	100	90
77	77	77	75	97	95
73	73	73	87	79	90
86	86	86	86	86	64
71	71	97	61	65	96
97	77	100	65	90	87
79	79	79	79	79	79
64	64	75	66	64	64
71	90	96	84	55	87
90	90	87	77	79	54
85	85	85	85	64	76
71	71	71	71	62	98
79	79	79	79	79	79
79	79	79	100	97	66
53	53	53	90	73	66
84	84	84	84	64	76
77	77	77	77	77	69
95	95	95	95	86	86
98	98	98	53	76	55
96	96	96	98	66	71
55	55	55	55	77	62
55	55	55	77	60	69
79	79	79	79	79	62
77	77	77	97	85	68
62	62	61	60	62	87
86	86	86	86	86	86
87	87	87	87	97	84
100	100	71	96	86	95
62	62	62	75	64	84
66	66	66	66	50	53
88	88	88	88	88	97
79	79	79	79	79	71
100	100	100	100	100	50
50	50	50	64	76	77
76	76	76	76	76	86
77	77	77	77	77	79
95	75	90	85	95	76
69	90	77	65	53	95
90	90	90	90	65	85
59	59	59	59	59	59
61	61	61	61	84	87
50	84	96	100	59	96
90	90	90	90	64	79
64	64	64	84	64	97
64	64	64	64	100	86
76	76	84	100	97	85
77	96	66	75	61	76
69	69	69	69	69	69
98	90	61	87	87	88
77	77	77	90	77	86
76	76	76	76	76	76
90	90	90	98	68	86
61	61	61	90	53	53
64	64	64	64	96	53
61	61	61	61	60	95
