97	62	52	6	140	104	26	144
66	49	76	93	73	127	57	105
50	23	51	28	6	141	139	9
4	142	45	20	149	65	79	35
67	25	131	122	12	97	136	93
11	75	49	150	54	19	117	50
133	88	20	87	137	114	82	61
72	41	36	68	50	103	119	128
118	73	101	113	60	8	101	144
140	33	51	32	108	118	68	8
133	40	134	68	66	84	22	126
28	117	146	140	74	140	54	40
92	149	49	98	109	63	87	29
129	104	85	113	113	35	127	70
51	35	37	39	39	106	143	103
75	58	92	105	94	58	60	56
148	68	86	68	37	45	105	77
84	24	136	10	139	38	94	84
99	18	14	47	84	149	14	3
48	63	18	3	109	95	77	52
124	112	101	80	105	129	112	105
46	143	41	57	35	60	142	147
112	82	142	128	88	146	134	93
132	131	58	113	81	142	103	6
117	139	15	98	33	56	46	54
43	43	15	150	9	84	96	2
116	98	23	114	6	104	115	92
17	50	123	125	53	101	54	18
122	129	131	33	5	91	82	138
108	21	54	7	99	145	96	37
49	91	41	149	65	48	93	6
110	7	1	80	47	78	115	38
59	12	140	35	105	100	149	93
37	141	91	133	32	20	61	107
8	118	98	127	122	27	36	44
44	135	45	5	119	53	126	138
101	120	87	70	93	20	35	42
127	18	35	121	134	131	68	87
132	150	41	78	121	85	64	124
25	92	91	108	24	95	7	92
134	110	52	27	59	139	57	41
26	5	148	29	95	14	39	134
9	33	130	105	91	103	26	22
60	78	129	50	41	79	14	28
32	99	20	119	77	56	12	147
92	50	98	115	64	134	2	140
28	12	5	115	130	112	147	88
114	28	112	119	112	40	99	4
122	112	62	15	144	14	50	66
41	106	81	39	43	45	117	27
24	129	143	32	76	72	73	72
49	40	49	90	78	4	118	88
8	35	137	4	66	43	94	3
68	38	132	71	109	59	15	77
144	95	59	102	88	29	67	57
78	101	114	75	13	38	70	117
121	29	85	79	77	14	74	60
103	114	136	54	27	128	102	146
85	49	106	142	148	51	41	9
91	42	69	86	132	102	104	100
20	128	145	75	46	25	92	38
1	20	138	109	4	148	82	119
90	57	20	42	87	110	106	136
29	58	7	4	40	113	127	12
92	46	63	5	25	93	145	51
26	14	108	19	81	58	76	23
51	31	61	65	121	148	6	34
122	22	132	84	135	100	72	12
95	13	123	107	137	66	4	57
89	127	85	39	52	56	103	13
14	119	89	15	84	3	77	26
73	85	37	93	87	42	110	103
5	71	131	63	38	136	130	24
141	84	42	80	8	96	52	71
56	48	18	12	60	44	50	25
99	96	58	72	12	98	75	127
65	46	46	32	75	132	62	144
136	60	16	41	57	18	77	52
29	33	112	101	129	85	148	82
98	148	69	120	58	72	144	104
7	36	15	1	17	28	43	26
88	10	103	31	21	120	60	36
26	26	123	53	17	29	114	87
27	129	16	51	75	64	5	107
95	81	112	115	144	62	56	70
93	128	29	116	119	70	52	99
81	20	33	28	124	90	93	105
37	107	131	123	115	39	129	55
118	41	58	38	97	72	56	29
86	65	72	37	125	24	90	88
137	133	122	73	63	125	118	134
15	120	122	130	92	66	116	120
59	100	47	88	72	49	96	111
6	91	47	38	89	108	123	55
67	35	134	76	103	130	145	24
33	7	30	105	23	65	23	40
137	37	52	124	114	106	24	13
32	16	24	93	94	5	30	108
69	114	79	136	46	87	23	144
113	36	2	88	29	143	137	150
41	5	114	23	108	101	15	91
90	122	57	10	107	4	142	96
4	94	8	109	69	89	145	61
14	56	33	53	105	88	110	37
141	22	68	36	82	122	125	68
95	98	70	75	103	51	38	117
72	19	95	50	85	75	54	60
127	21	79	134	96	89	37	11
97	43	146	80	112	23	112	74
139	10	5	125	48	11	42	21
94	29	95	138	42	64	74	73
10	27	136	63	144	59	134	30
92	12	79	15	143	148	29	46
110	61	148	109	33	25	109	18
20	92	132	92	109	6	81	8
47	66	7	138	2	78	114	37
128	97	92	57	89	7	27	128
147	14	92	95	15	29	142	107
129	45	62	36	109	109	75	110
92	112	80	140	40	90	112	72
5	41	86	113	106	80	119	91
68	41	145	135	114	9	134	24
29	109	41	38	29	97	6	68
111	114	11	4	31	32	141	74
62	143	69	32	123	131	121	122
63	120	118	118	37	7	4	77
148	68	71	8	57	13	95	148
41	44	35	47	43	28	11	57
37	131	27	100	20	11	148	120
19	147	5	38	59	25	43	94
132	46	142	113	102	101	79	143
127	100	132	50	128	118	95	116
47	75	44	80	74	46	127	95
130	98	41	131	50	120	82	5
20	145	119	72	150	52	36	31
61	55	99	135	51	149	93	15
39	95	31	130	107	81	119	82
147	75	91	94	89	113	50	54
33	24	147	45	46	127	35	87
116	43	82	2	60	115	14	12
86	26	43	68	149	93	48	21
50	78	73	42	8	51	112	57
144	3	137	108	107	106	53	42
74	21	16	87	100	103	143	143
49	85	123	67	17	102	17	2
138	110	119	136	133	79	21	62
144	23	133	27	126	138	53	25
75	109	12	57	136	145	29	43
10	61	25	150	104	73	104	125
1	138	130	103	95	91	19	54
104	59	3	117	42	7	110	15
64	41	59	101	69	64	150	109
149	113	57	27	137	59	111	51
122	79	105	118	65	110	85	136
104	24	75	149	36	108	21	101
113	55	53	34	45	100	107	34
49	78	96	138	132	115	57	106
127	125	30	58	77	55	78	109
92	133	38	24	124	105	87	125
130	139	86	109	39	147	124	67
49	49	9	113	56	93	60	78
92	18	30	65	62	54	46	16
37	3	5	62	64	55	31	149
30	24	74	73	47	65	126	144
101	16	15	36	131	110	1	100
82	147	91	94	63	7	68	98
99	14	73	59	25	144	55	38
144	137	51	6	122	144	62	10
127	82	48	55	133	100	48	7
18	7	99	82	98	67	123	93
111	12	108	76	131	139	103	97
26	41	102	10	135	66	55	17
80	150	146	111	31	130	118	88
89	5	38	144	74	36	9	67
136	137	57	69	78	126	26	11
23	46	32	142	53	119	129	125
80	124	63	123	145	65	37	102
25	5	98	117	17	2	81	8
113	92	80	25	15	102	2	25
28	143	47	64	136	25	80	51
39	8	47	4	109	24	26	92
72	23	99	107	125	120	145	52
66	44	10	78	74	66	122	128
48	148	54	29	139	143	49	82
32	138	47	72	42	95	64	93
61	24	111	130	36	150	29	66
146	8	86	118	25	44	112	148
129	11	9	121	19	48	38	24
30	148	18	102	139	121	134	93
83	7	116	67	107	7	20	71
83	17	67	110	11	143	76	108
102	129	16	99	96	130	48	121
138	112	118	134	6	15	108	25
147	110	142	150	91	96	108	143
143	94	111	90	110	28	35	79
31	129	130	90	62	43	106	85
134	57	140	109	134	92	4	146
55	45	88	95	16	86	98	25
145	81	27	97	123	62	40	14
53	1	76	22	10	58	63	16
52	14	144	40	139	149	11	3
103	114	136	124	103	126	57	127
66	83	87	40	63	55	149	76
146	41	61	127	34	83	49	34
66	148	72	136	67	91	19	19
131	142	47	124	77	108	135	76
62	28	64	141	40	102	118	131
73	121	24	138	47	85	140	37
49	145	101	89	92	83	78	142
52	108	112	32	121	134	18	68
135	74	82	50	25	69	39	8
19	19	88	90	43	132	37	38
79	9	21	33	148	5	119	61
90	8	3	87	84	131	102	85
144	49	58	9	19	21	54	59
44	59	16	79	32	77	91	117
27	12	80	63	147	110	20	52
48	147	54	60	34	150	40	46
96	142	89	1	26	92	20	123
127	140	37	93	138	130	108	149
130	128	7	68	31	37	114	69
15	59	74	13	127	85	138	150
99	87	143	4	26	47	57	1
128	20	37	134	93	121	54	94
42	55	62	102	50	51	63	55
149	36	13	32	20	59	73	24
96	120	31	33	106	8	76	56
64	7	73	146	64	70	134	11
47	37	119	32	33	86	25	71
19	142	33	17	37	24	126	75
142	99	95	31	149	96	123	142
108	136	11	82	121	62	83	144
51	78	149	125	121	67	20	118
79	38	44	39	63	114	71	125
16	83	58	52	74	17	7	120
108	74	72	99	95	53	73	6
19	148	112	140	98	43	131	126
113	17	96	31	84	80	130	111
58	46	134	34	30	125	51	135
77	143	73	113	93	76	58	58
39	8	107	65	110	116	45	96
57	105	117	68	69	113	31	64
18	61	104	130	108	101	66	64
49	62	47	40	114	107	129	36
19	47	16	9	21	72	40	64
79	138	17	55	31	95	18	122
5	85	12	41	4	149	12	44
34	45	63	28	84	73	3	35
59	136	102	52	105	26	91	6
102	128	39	66	54	121	83	77
99	61	39	16	52	19	6	73
144	138	95	12	115	52	62	84
143	124	26	136	142	17	136	41
47	148	146	103	3	13	7	94
42	98	109	142	28	2	127	23
43	132	7	149	22	145	16	1
125	43	55	107	46	117	117	3
24	19	101	72	122	93	20	71
2	17	9	105	72	8	18	140
62	120	85	112	6	83	22	77
54	45	37	136	121	123	148	21
94	94	43	43	99	144	68	126
109	50	85	97	124	39	124	11
79	61	84	108	82	74	118	30
91	36	93	6	108	138	113	103
83	2	115	51	53	32	125	42
45	40	27	75	103	63	114	144
76	79	23	68	121	107	139	48
134	29	126	10	10	117	63	43
45	94	138	60	24	113	138	62
17	71	54	4	10	88	59	145
114	97	50	24	60	62	98	30
1	4	104	125	55	128	75	60
103	19	29	47	2	15	55	120
126	5	47	29	47	24	31	111
69	36	63	88	126	3	148	75
114	129	143	136	124	76	103	6
34	95	116	70	67	60	40	95
105	65	89	48	59	150	74	91
26	31	5	131	11	65	24	89
84	55	30	55	13	9	6	141
77	99	63	37	99	107	28	110
59	16	51	21	70	122	104	61
80	112	109	102	128	119	68	25
34	58	91	105	61	122	83	79
126	85	130	22	35	36	120	29
83	130	24	7	115	36	88	40
70	141	31	71	80	14	19	12
20	119	69	138	87	68	85	19
88	100	2	19	134	83	117	64
146	59	70	137	36	132	119	133
120	2	107	98	146	113	3	142
90	79	27	75	141	61	124	71
64	7	81	75	32	118	2	12
48	34	90	59	121	58	73	95
1	127	56	56	111	81	147	54
6	8	117	23	25	61	14	43
65	77	147	44	102	70	58	78
44	123	130	115	150	133	136	12
137	49	11	18	16	119	69	21
54	146	128	11	72	17	112	37
23	80	72	69	24	55	2	10
5	131	42	38	50	129	105	137
9	104	26	101	28	135	141	144
41	97	16	37	132	113	82	102
96	142	122	86	39	14	27	111
62	36	108	41	28	82	62	66
51	13	12	13	102	36	134	40
36	114	13	86	133	138	117	112
111	50	61	35	81	17	130	101
27	80	94	137	98	41	149	146
67	106	86	1	73	11	69	141
78	32	127	112	101	113	100	66
50	135	57	17	49	89	55	7
99	13	103	23	59	57	51	53
81	92	62	55	78	19	104	134
47	3	42	9	104	89	145	42
112	108	84	111	25	37	115	50
92	76	112	99	116	12	68	91
102	33	116	41	80	58	131	100
97	111	53	113	33	81	120	76
51	145	112	110	33	55	145	137
148	8	60	110	91	46	21	90
50	130	149	109	142	77	110	139
108	144	41	27	126	34	16	53
78	19	83	70	19	97	134	59
14	19	41	35	137	4	108	16
54	70	86	97	46	102	37	144
93	21	21	52	36	10	135	47
30	94	16	57	107	19	30	88
17	91	86	49	120	132	69	121
13	49	115	24	60	101	57	53
36	102	63	56	38	147	132	47
77	144	19	18	111	36	80	11
108	20	131	140	2	5	37	1
1	128	138	39	46	4	71	113
120	121	65	60	108	75	1	98
125	54	116	127	117	71	38	51
13	43	145	8	4	64	70	16
18	4	130	46	19	124	58	93
149	126	66	10	97	110	92	23
88	146	28	27	54	124	28	114
133	150	44	65	91	121	68	43
127	102	144	96	143	94	18	48
145	34	7	143	22	96	91	72
28	44	36	136	112	109	61	109
49	46	140	136	147	86	144	50
138	68	82	120	142	148	77	31
93	139	109	148	11	134	149	7
134	78	53	98	7	53	17	34
46	139	23	56	117	21	73	98
20	69	119	150	53	36	126	79
104	36	114	47	66	142	80	63
108	15	39	113	143	89	79	44
4	126	78	98	113	116	97	31
65	137	15	26	130	127	70	109
63	20	95	116	135	92	46	95
83	2	83	41	8	106	13	96
49	8	104	15	134	80	90	132
19	74	7	115	14	73	70	28
63	53	113	86	62	32	96	16
145	73	42	132	95	1	10	145
99	23	128	150	70	90	81	64
138	40	61	37	150	1	118	108
68	25	79	149	120	92	144	43
37	36	35	59	46	36	80	59
99	50	81	90	77	45	89	76
73	90	24	106	98	123	4	64
12	99	114	46	60	78	69	97
122	28	4	37	11	47	4	82
126	148	2	140	74	42	20	109
39	15	125	27	43	4	101	106
77	42	100	112	122	14	92	17
84	86	30	147	84	39	14	118
48	109	42	28	133	83	35	108
137	71	149	108	44	103	94	35
52	48	11	101	11	138	101	79
30	117	81	130	49	78	146	19
102	26	37	147	73	121	149	75
119	145	45	83	57	90	55	29
55	82	121	140	147	51	77	114
123	85	41	33	150	74	53	20
13	74	106	83	124	64	63	35
61	75	88	143	89	19	67	64
83	13	117	117	105	51	65	33
44	139	27	89	148	71	9	131
141	60	27	107	55	137	14	57
36	110	83	77	117	67	142	107
95	137	104	121	144	19	30	37
64	9	88	147	57	114	119	2
76	9	12	99	142	62	47	149
35	108	1	46	56	10	23	148
40	105	84	51	12	100	13	74
60	133	110	51	8	100	65	65
56	123	105	79	79	43	6	130
83	30	38	76	65	85	69	40
123	24	25	117	41	75	95	62
126	98	137	69	128	26	52	136
89	4	43	123	5	145	102	88
110	65	140	137	99	115	40	106
73	122	146	93	65	126	103	53
70	133	17	132	129	9	106	114
100	121	35	40	75	26	38	107
36	49	102	79	86	22	128	117
125	102	128	93	110	75	145	86
85	143	141	74	141	107	89	33
41	61	40	35	108	82	24	104
1	5	109	103	34	101	83	145
66	135	109	127	125	82	40	141
8	23	100	111	29	65	104	122
139	132	150	85	101	82	52	124
2	83	135	29	6	7	34	137
26	120	15	125	91	150	132	118
2	66	11	124	3	137	109	102
19	27	112	44	135	94	80	69
9	145	72	140	135	71	142	137
149	5	13	85	50	14	11	28
93	3	144	117	12	26	131	73
68	48	54	56	142	51	136	136
54	64	62	89	70	69	79	134
140	83	137	24	23	8	1	131
81	146	110	95	72	24	136	100
138	52	5	30	120	46	2	131
61	84	107	18	43	64	14	93
114	23	28	62	150	38	67	109
34	38	23	121	99	28	3	121
14	77	95	94	149	48	48	46
113	142	115	64	53	62	88	28
147	102	94	78	113	7	18	141
19	71	77	68	26	57	33	120
81	124	96	129	51	127	138	11
105	38	104	129	62	86	111	126
135	93	60	26	128	94	102	90
32	112	136	101	105	63	74	23
73	9	15	39	123	22	73	8
132	126	111	47	118	20	25	75
42	47	23	85	53	86	31	119
45	66	86	72	69	78	99	76
86	144	142	104	61	132	6	60
134	69	97	37	69	108	70	28
111	76	114	31	22	79	109	64
25	118	124	59	81	52	132	64
87	125	23	25	107	66	53	29
68	137	144	106	75	2	109	29
97	4	102	6	90	95	101	27
93	41	41	118	111	13	44	149
102	84	13	148	1	55	108	30
89	124	127	105	59	75	7	92
138	129	71	82	90	47	70	133
135	11	36	31	146	139	52	10
12	59	111	100	83	30	52	74
100	49	59	6	113	132	83	99
54	67	37	28	73	135	119	56
150	58	36	38	150	77	94	64
144	124	112	82	88	73	72	115
147	86	14	73	41	146	84	101
60	74	57	136	80	15	44	15
113	15	125	136	5	82	43	82
57	40	70	133	132	26	104	29
73	55	73	110	93	95	21	63
9	38	4	76	101	126	21	136
74	47	108	62	121	118	88	139
23	93	50	107	111	6	3	7
72	134	95	68	90	88	133	97
23	146	9	130	18	115	10	75
46	75	34	27	49	21	137	145
114	141	125	71	3	10	144	6
15	117	23	140	149	135	84	9
141	109	72	74	136	87	68	15
141	70	87	60	9	145	59	117
40	121	56	13	47	117	50	67
102	104	65	80	69	44	91	106
70	148	116	105	53	27	123	142
111	118	67	33	128	77	1	97
28	75	141	23	39	81	101	124
84	90	58	115	121	117	26	42
92	41	95	70	43	113	63	26
58	108	25	90	10	92	108	57
8	139	84	22	14	63	109	99
137	90	42	148	83	27	45	61
126	55	126	6	139	26	83	59
41	105	97	127	145	63	36	68
7	88	123	90	29	111	93	138
79	49	131	34	90	75	121	137
71	74	111	24	26	46	116	81
62	137	146	93	16	122	71	4
115	21	116	60	149	138	148	35
124	14	18	13	72	110	24	6
95	95	31	140	12	18	38	14
140	14	98	4	76	68	113	12
23	148	116	58	4	8	11	90
27	54	113	54	115	42	144	113
134	60	19	25	23	145	51	121
78	106	124	95	3	28	150	31
17	36	29	144	72	37	125	125
56	131	61	75	85	123	3	127
13	113	6	148	92	54	134	122
72	108	137	63	89	150	9	66
121	139	26	97	137	47	111	145
66	79	95	141	139	3	135	100
36	30	114	28	107	86	100	132
137	16	73	39	1	50	11	30
118	47	98	108	51	131	49	59
61	25	15	52	102	91	68	67
100	102	24	125	69	39	54	50
89	134	146	39	40	57	139	118
10	15	124	60	118	40	54	116
17	47	130	7	114	30	102	142
121	4	99	95	147	8	44	123
56	10	87	79	106	123	38	21
52	112	71	24	149	92	150	26
16	86	15	150	54	98	150	101
97	65	103	68	1	12	117	11
128	95	80	78	19	106	68	38
17	137	14	137	70	30	31	63
87	10	125	78	11	91	53	63
54	118	5	97	147	41	91	138
79	118	148	53	149	24	20	95
148	35	91	149	73	40	119	34
104	101	42	109	128	109	109	61
83	100	8	76	96	24	24	59
114	7	55	112	142	34	97	15
66	19	70	146	134	17	12	122
38	98	32	141	31	117	100	25
11	24	83	74	125	139	130	34
55	53	112	10	39	132	13	97
84	117	99	26	63	130	89	130
54	61	120	67	131	146	117	51
4	42	8	11	100	72	42	104
149	116	2	143	51	27	79	80
118	51	34	113	108	13	51	146
8	41	146	107	21	142	143	31
39	131	38	119	21	55	124	25
92	10	80	105	142	83	144	150
62	112	53	109	142	18	62	4
110	75	24	64	116	52	70	124
15	27	39	122	32	18	70	21
108	75	51	134	125	82	46	74
77	122	42	68	123	31	148	92
130	131	108	43	138	38	126	7
112	34	32	89	12	15	86	104
35	4	118	142	109	17	83	55
108	14	27	99	14	44	95	77
49	140	130	102	58	7	101	142
20	1	77	17	79	75	80	106
34	134	86	52	99	69	147	24
143	83	94	75	143	64	84	132
125	103	67	68	51	11	144	59
78	10	78	125	82	149	76	97
23	57	30	121	135	28	79	12
46	95	62	108	108	120	30	59
47	5	104	135	108	80	26	71
79	67	8	113	118	33	74	120
136	43	115	141	22	129	99	81
28	134	127	29	125	92	51	21
142	107	17	142	80	128	98	48
8	55	113	47	111	90	41	49
116	105	72	121	118	47	80	17
96	71	78	133	129	45	98	103
63	26	44	61	62	124	21	120
3	108	18	31	36	5	60	46
147	133	36	12	134	29	70	117
55	17	114	18	15	143	136	23
83	63	94	45	148	115	120	74
111	113	48	19	106	121	49	114
118	121	34	41	84	147	49	83
104	104	134	140	80	36	145	77
137	137	34	113	142	94	135	86
59	41	9	104	58	89	63	91
30	149	67	19	74	74	113	80
48	36	86	141	43	139	88	139
113	117	4	9	70	98	1	51
60	52	101	63	14	22	92	116
75	104	19	41	150	45	17	105
62	77	102	63	128	90	56	110
134	80	52	7	95	85	2	121
142	1	71	46	121	74	147	97
100	1	52	97	99	37	46	19
55	141	42	37	30	57	82	76
128	137	118	51	120	29	10	65
24	19	140	113	53	11	98	36
35	80	120	114	33	126	40	56
19	131	119	146	140	57	94	75
55	6	105	11	106	55	54	113
116	27	21	119	43	132	62	137
135	51	101	49	55	144	120	80
97	110	13	96	23	5	150	56
49	115	66	35	4	5	65	76
135	86	49	6	23	96	92	83
26	23	129	103	120	130	9	39
16	139	135	136	90	27	18	113
38	83	91	148	127	137	99	38
93	2	127	142	17	22	112	19
7	17	5	76	110	76	139	27
113	33	143	135	63	50	136	18
65	141	63	132	115	144	141	137
81	135	54	2	85	136	7	46
4	20	134	128	23	68	85	39
52	147	123	1	16	119	28	138
64	112	86	12	28	137	104	24
100	56	51	67	10	42	6	59
71	1	140	50	22	128	57	56
143	63	57	90	60	140	18	91
119	132	148	3	88	119	91	134
33	22	52	103	140	50	93	111
134	149	122	69	109	128	147	112
31	137	37	112	15	105	114	67
123	81	106	96	53	95	28	146
14	139	143	135	19	16	78	105
110	127	65	20	108	50	109	107
100	130	44	111	54	135	125	33
82	118	2	126	5	44	74	144
66	5	110	14	66	118	21	40
82	66	110	125	100	73	51	9
58	48	148	118	102	32	119	105
42	101	114	17	94	59	17	120
62	149	62	150	77	6	87	33
119	35	71	146	144	21	142	8
78	57	103	62	112	1	78	62
4	91	119	80	39	121	4	135
138	44	111	17	26	132	8	3
49	40	59	142	68	46	74	134
25	79	130	54	107	123	142	3
76	66	111	73	89	15	63	86
130	21	33	19	65	16	146	100
55	28	41	132	87	144	56	54
56	24	146	41	125	57	25	93
111	7	44	143	60	82	141	104
48	112	144	83	65	19	141	114
44	82	55	111	63	116	66	36
19	134	3	12	131	40	88	41
14	55	81	74	73	46	50	90
3	67	80	76	8	77	67	106
138	66	94	147	81	133	94	53
18	51	47	23	36	64	14	145
95	87	54	100	145	8	101	69
58	57	40	108	24	107	124	47
120	72	51	150	55	62	9	139
74	149	22	20	16	61	31	100
91	116	45	39	74	94	101	21
67	141	75	113	24	126	146	116
150	28	18	76	12	59	49	107
59	124	138	31	108	97	95	2
39	36	23	64	104	108	71	116
75	94	26	78	32	56	47	126
142	11	96	147	126	9	95	33
128	115	118	114	44	20	72	100
102	66	39	83	99	98	88	66
2	67	41	140	20	41	137	81
17	146	127	26	72	27	34	109
111	21	144	81	75	140	124	102
117	32	86	37	146	77	138	138
45	134	65	141	126	79	59	10
10	99	85	66	27	107	84	106
109	97	118	1	79	35	117	74
27	48	1	72	70	96	70	67
77	34	32	114	149	72	10	94
35	133	102	82	40	46	71	35
52	127	16	146	47	78	61	23
18	35	76	120	69	108	137	1
70	11	60	123	80	107	119	141
58	146	89	11	46	64	2	83
76	109	135	13	50	74	49	9
66	39	129	110	103	141	41	12
72	95	125	8	88	109	92	95
14	3	27	98	47	138	1	27
140	137	144	58	69	66	7	17
24	48	58	90	32	29	110	26
41	50	27	80	35	139	125	18
99	92	85	7	55	54	61	47
11	60	39	73	60	101	42	62
109	52	108	129	120	61	2	101
99	20	69	98	143	103	89	84
36	149	82	102	54	112	6	101
67	72	83	61	12	82	24	131
41	100	104	31	70	70	127	89
138	76	137	30	38	105	136	105
105	137	78	105	35	65	94	146
28	96	41	24	51	102	140	103
80	39	34	1	26	45	30	99
7	72	110	69	100	106	81	33
22	127	127	106	81	114	104	70
91	125	89	11	142	83	57	24
51	1	124	25	98	103	88	5
122	69	41	20	128	33	118	8
3	14	133	89	24	120	149	61
100	22	150	92	16	133	140	120
121	55	61	34	37	101	63	76
101	8	107	103	63	132	16	85
40	52	123	70	23	20	98	78
32	133	13	102	118	130	53	43
135	74	98	139	2	62	36	40
132	42	70	57	101	38	32	139
76	35	12	4	27	15	57	62
126	100	2	36	129	143	134	97
63	78	35	100	42	90	32	18
97	108	118	76	23	80	113	14
140	59	45	135	118	15	105	129
109	88	91	148	18	47	130	139
140	150	69	63	150	68	13	98
128	122	86	10	116	89	23	128
106	112	25	18	111	41	77	14
103	39	95	124	52	44	92	74
67	59	83	58	122	12	5	47
85	18	88	132	133	134	123	67
109	30	79	13	99	56	3	102
11	35	79	37	116	109	59	40
6	133	25	56	21	108	100	136
109	42	144	35	54	4	117	67
23	98	22	63	50	144	22	27
150	113	46	143	49	115	128	134
75	63	23	88	113	28	101	44
138	64	103	73	52	73	4	37
147	55	68	75	54	24	88	123
98	101	44	126	46	123	97	95
38	54	119	83	124	88	79	100
117	83	58	28	58	59	149	103
37	34	1	23	31	30	28	142
56	48	75	133	10	13	149	135
43	13	140	142	2	56	119	16
24	105	67	83	126	39	99	70
111	146	150	129	3	86	44	131
97	28	149	124	103	36	149	81
12	33	114	89	66	46	74	87
133	53	134	51	17	81	72	28
64	121	68	30	95	105	121	119
6	112	141	129	57	143	114	147
15	92	79	28	143	140	50	109
62	141	90	110	31	117	34	32
87	112	12	139	110	91	142	140
145	75	81	43	92	108	139	4
90	24	109	17	99	32	134	101
98	39	103	140	111	88	75	77
32	137	79	145	17	143	89	30
86	123	110	68	60	60	143	149
117	120	97	100	150	86	78	109
133	37	133	42	25	51	74	60
15	46	124	75	48	85	140	129
72	88	5	103	53	81	30	126
8	11	88	101	36	67	41	115
19	74	17	14	90	8	9	47
64	147	95	55	53	79	39	12
26	60	97	11	107	73	90	15
136	107	138	19	37	21	64	6
46	150	93	58	19	92	89	23
148	108	112	74	129	28	125	97
55	62	90	93	2	131	103	49
133	136	62	117	32	86	144	21
69	78	39	102	111	80	98	86
81	80	5	72	42	58	1	52
21	87	118	31	64	116	143	6
59	129	69	17	28	127	38	44
105	36	3	4	135	111	130	134
49	94	85	150	4	40	132	58
91	146	123	145	139	85	29	9
101	117	124	90	129	34	5	90
50	85	114	56	22	40	41	148
109	7	20	147	113	73	40	105
92	1	75	3	134	108	106	43
94	89	62	149	25	55	14	135
141	119	106	29	10	69	124	122
124	116	133	66	26	84	51	68
36	123	20	19	33	82	125	10
33	124	116	9	117	37	98	50
27	68	140	66	7	143	30	42
150	111	138	31	70	32	87	81
20	2	33	61	114	114	96	89
44	121	146	138	37	53	25	58
102	109	76	31	89	116	15	57
121	3	122	88	40	136	16	5
148	150	57	146	70	120	132	37
120	41	85	29	15	116	9	131
58	96	119	48	95	5	112	44
130	89	8	24	90	135	7	10
75	56	130	118	105	42	136	136
19	89	61	107	110	149	82	56
31	129	126	16	81	144	19	75
139	32	33	30	146	53	3	42
66	50	32	134	117	40	118	34
64	70	73	147	71	71	122	42
20	80	37	41	75	58	113	29
46	65	11	144	137	147	89	50
122	22	16	23	93	53	11	92
105	109	96	74	74	122	30	139
116	28	33	91	82	24	19	107
14	115	2	95	50	106	74	112
146	9	53	94	104	7	95	5
113	73	44	115	91	66	80	48
70	1	53	73	138	62	63	21
98	39	37	117	97	59	107	99
77	26	100	64	42	76	6	35
19	119	133	87	20	149	52	26
55	141	105	127	52	64	10	74
98	142	7	91	26	117	118	82
34	120	146	142	53	37	86	17
20	106	117	121	19	104	72	133
147	63	149	140	101	141	111	130
132	111	112	114	148	112	50	134
3	149	43	38	105	62	50	42
42	97	80	91	116	30	78	53
104	52	82	80	28	87	58	18
62	38	67	61	59	137	14	35
140	109	93	25	138	136	75	37
117	114	134	148	84	8	147	41
95	44	87	129	25	45	150	88
126	61	51	8	38	43	62	19
100	2	31	31	98	102	106	140
123	41	104	86	90	71	85	136
92	128	117	147	2	75	118	89
